281 246 1.35841e-05
49 57 1.59039e-05
103 70 6.58694e-06
196 241 1.02732e-05
36 288 8.83874e-06
82 183 8.2095e-06
83 182 2.2672e-06
238 119 7.67318e-06
123 219 1.42943e-05
224 25 6.4296e-06
150 148 3.85327e-06
113 31 2.24299e-05
228 286 1.06289e-05
136 131 1.06727e-05
269 182 6.53376e-06
160 162 7.92299e-06
85 89 2.72794e-06
162 254 1.96229e-06
222 108 7.32415e-06
131 189 2.42495e-06
150 211 1.02378e-05
248 182 1.29145e-05
274 33 6.3981e-06
279 259 7.00242e-06
39 273 1.92874e-05
76 11 9.83672e-06
45 49 1.40237e-05
230 77 8.52672e-06
275 29 1.68628e-06
73 113 1.19226e-05
170 283 1.33329e-06
63 268 3.391e-06
45 19 6.63601e-06
10 109 1.29237e-05
244 188 8.9088e-06
47 145 7.39903e-06
83 220 9.43898e-06
214 283 1.28172e-05
240 188 7.20378e-06
170 15 5.2777e-06
208 235 3.47358e-06
199 87 8.95449e-06
12 3 5.79464e-06
94 90 2.6144e-07
228 13 5.78759e-06
290 263 7.69717e-06
66 58 6.0521e-06
215 129 1.14294e-05
265 245 2.4552e-06
290 281 8.57241e-06
146 245 1.16105e-05
60 268 8.99009e-06
176 182 1.5211e-05
68 123 6.53992e-06
136 265 1.08751e-05
79 289 4.10825e-06
223 153 4.33482e-06
195 154 7.47652e-06
70 5 4.0529e-06
18 195 7.54151e-06
171 239 1.29956e-05
178 14 5.11297e-06
279 128 5.59339e-06
104 272 1.00972e-05
279 194 1.08027e-05
257 69 2.07036e-06
3 72 1.01404e-05
67 148 8.70115e-06
207 169 9.63279e-07
11 29 3.98213e-06
281 124 8.43264e-06
283 197 7.22262e-06
290 136 4.1348e-06
97 176 6.61746e-06
69 191 9.41634e-06
218 231 2.75562e-06
220 209 1.09071e-06
11 289 4.54858e-08
287 236 6.20715e-06
216 176 4.86834e-06
12 251 1.17686e-05
188 101 3.58654e-06
142 231 1.72723e-05
203 108 8.02006e-06
229 141 8.32946e-06
236 263 1.23131e-05
61 26 4.81574e-06
7 33 7.43024e-06
22 45 5.32985e-06
63 178 1.48383e-06
86 220 6.44047e-06
73 31 1.01317e-05
230 58 4.63611e-06
71 257 8.72763e-07
52 60 2.06228e-05
26 201 2.95607e-06
281 282 7.67538e-06
74 7 2.55316e-06
130 211 4.04671e-06
231 247 1.33647e-06
282 164 5.12182e-06
69 186 6.19116e-06
11 50 6.99061e-06
175 150 8.43062e-06
15 183 6.73104e-06
66 263 9.06422e-06
24 94 6.2434e-06
7 16 6.10597e-06
264 139 1.24125e-05
270 124 5.07918e-06
20 211 1.83678e-06
224 227 7.38488e-06
234 183 2.41248e-05
165 129 1.28679e-05
76 219 5.35658e-06
215 50 9.00309e-06
107 58 8.85273e-06
131 205 3.03944e-07
101 244 3.87266e-06
244 35 8.46413e-06
187 76 6.90487e-06
178 70 8.10145e-06
270 251 2.92599e-06
26 130 9.18133e-06
138 153 1.91536e-06
147 195 1.3509e-06
234 170 4.69283e-06
196 176 5.11514e-06
39 12 2.4028e-06
270 290 1.33873e-05
242 3 3.82571e-06
3 237 1.03973e-05
8 79 1.4361e-05
183 149 1.17856e-05
209 265 1.19317e-05
153 176 6.52809e-06
57 16 4.12531e-06
170 278 6.69706e-06
162 258 7.24656e-06
135 179 4.96982e-06
242 226 8.85617e-06
207 77 4.0822e-06
254 198 1.24644e-05
134 31 8.08106e-06
184 220 1.17164e-05
7 156 2.5916e-06
27 163 9.47254e-07
287 270 4.13853e-06
241 184 1.0545e-05
253 94 5.24385e-06
196 153 8.95049e-06
195 43 8.27857e-06
203 109 7.30498e-06
47 213 7.35447e-06
148 156 9.64834e-06
77 58 1.92289e-05
111 33 4.94583e-07
282 124 1.19712e-05
15 11 1.80316e-05
29 54 4.63652e-06
15 202 1.36023e-05
209 83 1.93881e-06
58 231 7.49374e-06
15 29 4.09814e-06
165 255 1.81105e-05
94 258 7.86621e-06
110 19 9.95203e-07
224 4 1.16934e-05
48 129 5.69983e-06
16 87 2.9437e-06
60 119 6.41688e-06
286 198 1.10855e-05
226 39 1.1588e-05
201 203 4.90767e-06
79 11 6.62383e-06
90 196 4.05578e-06
2 131 6.93293e-06
159 252 8.07786e-06
141 104 1.63082e-05
73 195 1.13772e-05
288 129 2.57023e-06
65 17 9.49654e-06
13 84 1.15301e-05
155 30 1.13907e-05
99 81 1.15646e-05
242 72 1.63652e-05
21 129 2.23382e-05
115 204 2.47059e-06
62 94 1.73494e-07
81 222 1.68873e-05
173 60 9.33058e-06
197 253 1.60678e-05
78 150 1.46161e-05
279 102 3.93228e-06
288 50 8.49156e-06
117 7 1.20848e-05
233 250 5.29964e-06
220 35 1.25212e-05
108 201 3.72871e-06
203 227 3.93513e-06
158 266 8.96618e-06
251 164 9.12999e-07
250 175 8.54934e-06
24 170 1.20358e-05
207 132 3.98157e-06
139 138 1.83006e-05
210 256 6.99038e-06
237 39 8.35385e-07
274 271 1.01349e-05
248 97 1.06441e-05
109 118 6.74794e-06
237 105 1.53671e-06
195 222 8.70124e-06
4 63 3.10481e-06
13 286 1.30412e-05
162 135 5.84747e-06
138 225 8.91249e-06
61 96 2.07578e-06
119 34 3.98491e-06
93 282 8.40933e-06
206 18 5.58602e-06
122 198 9.17141e-06
212 258 7.89474e-06
147 189 3.66819e-06
73 4 2.21124e-05
11 120 8.78804e-06
79 55 6.49075e-06
278 210 1.09587e-05
9 168 6.59619e-06
34 23 5.0985e-06
169 132 1.73982e-05
238 23 6.11366e-06
143 60 7.81658e-06
183 181 3.01855e-06
285 244 4.87067e-06
179 160 1.92977e-05
56 177 7.90167e-06
200 6 1.14636e-05
248 290 3.66833e-06
175 130 6.36252e-06
97 153 3.98081e-06
272 57 2.55961e-06
44 22 5.98731e-06
42 79 3.64667e-06
195 31 2.76608e-06
219 52 1.59094e-05
35 127 1.44772e-05
90 86 1.28442e-05
23 104 1.47663e-05
115 259 2.78081e-06
136 245 2.55453e-06
47 175 5.14571e-06
83 184 5.25491e-06
211 277 7.82888e-06
41 57 3.63315e-06
127 192 1.55868e-05
33 27 4.10214e-06
92 245 9.6828e-07
148 56 1.77506e-05
34 44 3.48681e-06
274 177 1.95923e-06
173 40 1.04264e-05
282 251 3.18577e-06
112 123 1.13062e-05
177 133 9.47175e-06
217 250 1.29055e-05
47 53 6.39193e-06
246 290 1.12493e-05
276 158 8.69787e-06
267 87 1.13813e-05
161 60 5.59512e-06
238 60 7.83109e-06
195 17 2.12405e-05
248 269 4.54622e-06
116 247 3.60971e-06
37 220 5.17116e-06
277 171 2.64289e-06
223 97 4.74049e-06
203 96 9.62913e-06
212 62 4.50944e-06
119 44 6.65327e-06
141 272 7.23649e-06
132 32 4.3625e-06
200 135 1.18283e-05
45 40 1.01287e-05
205 136 1.31743e-05
30 17 1.02165e-06
108 53 7.1499e-06
214 15 3.62842e-06
183 54 4.12606e-06
195 265 1.22136e-05
97 167 1.22876e-05
285 286 1.23561e-06
108 38 4.31472e-06
87 49 2.69363e-06
31 232 7.31169e-06
289 55 7.41558e-06
96 171 7.73178e-06
226 38 5.63644e-06
183 212 6.04795e-06
83 241 2.27221e-06
157 25 2.77967e-06
158 186 9.40113e-06
246 282 1.02805e-05
253 196 1.30273e-05
70 171 5.10978e-06
267 16 6.92222e-06
235 266 1.48849e-05
278 234 5.86391e-06
172 138 9.34591e-06
227 4 1.25925e-05
139 153 1.45118e-06
187 219 6.74186e-06
50 36 1.63185e-05
225 166 1.44894e-05
265 147 5.45849e-06
90 137 1.05173e-05
174 220 8.12161e-06
110 45 6.76074e-06
172 166 6.0657e-06
45 95 1.82575e-05
76 100 5.99395e-06
210 181 8.16513e-08
31 17 1.2256e-05
115 233 5.38342e-06
267 57 3.50834e-06
3 105 8.9657e-06
108 195 7.99475e-06
208 231 5.22351e-06
100 54 6.40526e-06
23 8 7.95138e-06
40 171 7.70243e-07
287 290 3.96397e-06
217 148 1.43485e-05
165 33 7.2884e-06
16 249 1.04508e-05
205 2 1.02639e-05
52 238 6.60651e-06
267 49 9.39698e-06
159 243 4.98026e-06
161 70 2.25169e-05
66 230 6.73648e-07
286 137 5.96096e-06
122 258 3.72166e-06
38 222 1.09619e-05
184 196 6.51049e-06
116 231 1.27343e-05
198 258 9.77988e-06
196 94 9.64316e-07
140 62 9.49347e-06
135 160 1.22158e-05
290 221 1.26725e-05
23 44 5.22571e-06
130 20 2.33921e-05
217 175 5.34149e-06
226 2 9.74143e-07
153 172 5.95368e-06
263 230 1.44503e-05
262 289 7.24765e-06
169 77 4.02708e-06
14 63 7.18779e-06
258 137 6.28218e-06
133 7 4.04419e-06
263 116 1.32922e-05
106 188 8.40622e-06
242 93 2.04186e-05
12 105 3.17403e-06
257 89 5.1497e-06
47 39 8.8203e-06
243 141 8.56657e-06
4 109 5.17941e-06
37 83 1.82012e-05
149 160 6.83069e-06
144 16 5.00258e-06
270 236 1.73979e-06
254 286 2.23249e-07
214 170 2.00713e-06
75 280 1.62852e-05
30 65 1.03856e-05
54 82 1.10811e-05
12 259 9.11825e-06
195 101 2.52098e-06
88 220 7.10015e-06
219 232 7.01821e-06
115 250 3.88798e-06
117 16 9.90874e-06
2 46 1.17017e-05
72 251 7.39768e-06
31 43 1.10277e-05
49 19 7.48832e-06
40 277 9.6801e-06
173 161 9.33603e-06
178 239 9.57891e-06
135 76 7.92116e-06
69 71 8.08195e-06
228 6 1.07205e-05
213 201 6.25951e-06
263 287 8.99408e-06
108 73 9.76801e-06
250 148 5.55425e-06
144 156 4.9808e-06
147 81 1.08734e-05
252 215 7.61391e-06
26 96 2.18063e-05
115 279 2.75237e-05
226 282 1.02921e-05
121 232 1.0146e-06
141 57 3.98946e-06
10 239 6.75917e-06
57 48 5.34815e-06
70 125 1.25431e-06
209 290 6.8251e-06
244 13 1.31759e-06
188 154 2.8881e-06
54 160 8.78375e-06
258 254 1.77003e-06
75 111 8.86588e-06
244 220 7.27205e-06
159 79 7.51e-06
53 213 8.34381e-06
133 148 9.49839e-06
109 239 8.43087e-06
275 82 3.65263e-06
121 268 8.00473e-06
24 283 1.2111e-05
215 229 3.61854e-07
57 91 4.57395e-06
30 101 1.1048e-05
117 255 4.44012e-06
245 131 7.51003e-06
69 142 5.05812e-06
183 275 3.23244e-06
289 168 5.71514e-06
192 35 2.5746e-06
20 277 1.26161e-06
195 99 9.63845e-06
55 168 6.97345e-06
288 111 8.67407e-06
84 261 5.00154e-06
73 227 1.72554e-05
45 151 1.31187e-06
185 180 1.59213e-05
121 52 9.10339e-06
255 129 7.85699e-06
97 216 9.16726e-06
161 103 8.37235e-06
108 213 3.25344e-06
135 123 2.65823e-06
64 91 6.65422e-06
92 189 9.86527e-06
277 28 6.92919e-06
39 242 9.30214e-06
137 174 3.38864e-06
231 266 8.89259e-07
233 47 8.57831e-06
33 74 2.30572e-05
278 256 1.0755e-06
255 33 6.68792e-06
148 115 4.72937e-06
129 75 3.20052e-06
26 47 6.33991e-06
118 239 4.97137e-06
274 27 5.13388e-06
73 63 8.71132e-06
142 186 3.05355e-06
55 23 3.12715e-06
61 20 8.07654e-06
224 203 5.23014e-06
283 172 3.07147e-06
49 78 2.24378e-06
72 282 2.85559e-06
211 49 1.60739e-05
261 123 7.55471e-06
129 57 3.97618e-07
254 200 3.45604e-06
35 98 1.43324e-05
38 81 1.09311e-05
175 211 3.17098e-06
183 258 1.53174e-05
79 243 1.21279e-05
109 126 7.53008e-06
209 192 5.40235e-06
35 188 3.01298e-06
